skillset,questions,answers,qid
Machine Learning,What is algorithm independent machine learning?,Machine learning in where mathematical foundations is independent of any particular classifier or learning algorithm is referred as algorithm independent machine learning?,177
Machine Learning,What is the difference between artificial learning and machine learning?,"Designing and developing algorithms according to the behaviours based on empirical data are known as Machine Learning. While artificial intelligence in addition to machine learning, it also covers other aspects like knowledge representation, natural language processing, planning, robotics etc.",178
Machine Learning,WHat are the types of SVM kernels?,"linear, nonlinear, polynomial, radial basis function (RBF), and sigmoid.",179
Machine Learning,What’s the trade-off between bias and variance?,"The bias-variance decomposition essentially decomposes the learning error from any algorithm by adding the bias, the variance and a bit of irreducible error due to noise in the underlying dataset. Essentially, if you make the model more complex and add more variables, you’ll lose bias but gain some variance — in order to get the optimally reduced amount of error, you’ll have to tradeoff bias and variance. You don’t want either high bias or high variance in your model.",180
Machine Learning,How is KNN different from k-means clustering?,"K-Nearest Neighbors is a supervised classification algorithm, while k-means clustering is an unsupervised clustering algorithm. for K-Nearest Neighbors to work, you need labeled data you want to classify an unlabeled point into. K-means clustering requires only a set of unlabeled points and a threshold: the algorithm will take unlabeled points and gradually learn how to cluster them into groups by computing the mean of the distance between different points.",181
Machine Learning,How does Deep Learning contrast with other machine learning algorithms?,Deep learning represents an unsupervised learning algorithm that learns representations of data through the use of neural nets.,182
Machine Learning,What cross-validation technique would you use on a time series dataset?,Instead of using standard k-folds cross-validation we can use  forward chaining where you’ll be able to model on past data then look at forward-facing data.,183
Machine Learning,How is a decision tree pruned?,Pruning can happen bottom-up and top-down.,184
Machine Learning,"Which is more important to you– model accuracy, or model performance?",Model performance is more important. Model accuracy is only a subset of model performance.,185
Machine Learning,What is a kernel in SVM? Why do we use kernels in SVM?,SVM algorithms use a set of mathematical functions that are defined as the kernel. The function of kernel is to take data as input and transform it into the required form.,186
Machine Learning,What is a Decision Tree?,"A decision tree is a map of the possible outcomes of a series of related choices. It uses a tree-like model of decisions. It starts with a single node, which branches into possible outcomes. ",187
Machine Learning,What is bias ?,"Bias is error due to erroneous or overly simplistic assumptions in the learning algorithm you’re using. This can lead to the model underfitting your data, making it hard for it to have high predictive accuracy and for you to generalize your knowledge from the training set to the test set.",188
Machine Learning,What is variance ?,"Variance is error due to too much complexity in the learning algorithm you’re using. This leads to the algorithm being highly sensitive to high degrees of variation in your training data, which can lead your model to overfit the data.",189
Machine Learning,What is k-means clustering ?,K-means clustering requires  a set of unlabeled points and a threshold: the algorithm will take unlabeled points and gradually learn how to cluster them into groups by computing the mean of the distance between different points.,190
Machine Learning,What is Bayes’ Theorem?,"Bayes’ Theorem gives you the posterior probability of an event given what is known as prior knowledge. Bayes’ theorem describes the probability of an event, based on prior knowledge of conditions that might be related to the event.",191
Machine Learning,How is Bayes theorem useful in a machine learning context?,Bayes’ Theorem is the basis behind a branch of machine learning that most notably includes the Naive Bayes classifier.,192
Machine Learning,What is Type 1 error?,Type I error is a false positive,193
Machine Learning,What is Type 2 error?,Type II error is a false negative,194
Machine Learning,What is deep learning?,Deep learning is a subset of machine learning that is concerned with neural networks: how to use backpropagation and certain principles from neuroscience to more accurately model large sets of unlabelled or semi-structured data.,195
Machine Learning,What is decision tree pruning?,Pruning is what happens in decision trees when branches that have weak predictive power are removed in order to reduce the complexity of the model and increase the predictive accuracy of a decision tree model.,196
Machine Learning,Suppose you are using RBF kernel in SVM with high Gamma value. What does this signify?,The gamma parameter in SVM tuning signifies the influence of points either near or far away from the hyperplane.,197
Machine Learning,What is generalization error in terms of the SVM?,Generalisation error in statistics is generally the out-of-sample error which is the measure of how accurately a model can predict values for previously unseen data.,198
Machine Learning,Explain the difference between L1 and L2 regularization.,"L2 regularization tends to spread error among all the terms, while L1 is more binary/sparse, with many variables either being assigned a 1 or 0 in weighting. L1 corresponds to setting a Laplacean prior on the terms, while L2 corresponds to a Gaussian prior.

",199
Machine Learning,Explain How a System Can Play a Game of Chess Using Reinforcement Learning.,"Reinforcement learning has an environment and an agent. The agent performs some actions to achieve a specific goal. Every time the agent performs a task that is taking it towards the goal, it is rewarded. And, every time it takes a step which goes against that goal or in reverse direction, it is penalized.  Earlier, chess programs had to determine the best moves after much research on numerous factors. Building a machine designed to play such games would require many rules to be specified. ",200
Machine Learning, What Is a Random Forest?,A ‘random forest’ is a supervised machine learning algorithm that is generally used for classification problems. It operates by constructing multiple decision trees during the training phase. The random forest chooses the decision of the majority of the trees as the final decision. ,201
Machine Learning, What Is the Trade-off Between Bias and Variance?,"The bias-variance decomposition essentially decomposes the learning error from any algorithm by adding the bias, variance, and a bit of irreducible error due to noise in the underlying dataset.  Necessarily, if you make the model more complex and add more variables, you’ll lose bias but gain variance. To get the optimally-reduced amount of error, you’ll have to trade off bias and variance. Neither high bias nor high variance is desired. High bias and low variance algorithms train models that are consistent, but inaccurate on average. High variance and low bias algorithms train models that are accurate but inconsistent. ",202
Machine Learning,What Is Decision Tree Classification?,"A decision tree builds classification (or regression) models as a tree structure, with datasets broken up into ever-smaller subsets while developing the decision tree, literally in a tree-like way with branches and nodes. Decision trees can handle both categorical and numerical data. ",203
Machine Learning,What Is a Recommendation System?,Anyone who has used Spotify or shopped at Amazon will recognize a recommendation system: It’s an information filtering system that predicts what a user might want to hear or see based on choice patterns provided by the user.,204
Machine Learning,What Is Kernel SVM?,"Kernel SVM is the abbreviated version of the kernel support vector machine. Kernel methods are a class of algorithms for pattern analysis, and the most common one is the kernel SVM.",205
Machine Learning, What Are Some Methods of Reducing Dimensionality?,"You can reduce dimensionality by combining features with feature engineering, removing collinear features, or using algorithmic dimensionality reduction.",206
Machine Learning,What Is Overfitting,"Overfitting is a situation that occurs when a model learns the training set too well, taking up random fluctuations in the training data as concepts. These impact the model’s ability to generalize and don’t apply to new data. ",207
SQL,What is DBMS?,"A Database Management System (DBMS) is a program that controls creation, maintenance and use of a database. DBMS can be termed as File Manager that manages data in a database rather than saving it in file systems.",208
SQL,What is RDBMS?,"RDBMS stands for Relational Database Management System. RDBMS store the data into the collection of tables, which is related by common fields between the columns of the table. It also provides relational operators to manipulate the data stored into the tables.",209
SQL,What is SQLL?,"SQLL stands for Structured Query Language , and it is used to communicate with the Database. This is a standard language used to perform tasks such as retrieval, updation, insertion and deletion of data from a database.",210
SQL, What is a Database?,"Database is nothing but an organized form of data for easy access, storing, retrieval and managing of data. This is also known as structured form of data which can be accessed in many ways.",211
SQL,What are tables and Fields?,"A table is a set of data that are organized in a model with Columns and Rows. Columns can be categorized as vertical, and Rows are horizontal. A table has specified number of column called fields but can have any number of rows which is called record.",212
SQL, What is a primary key?,"A primary key is a combination of fields which uniquely specify a row. This is a special kind of unique key, and it has implicit NOT NULL constraint. It means, Primary key values cannot be NULL.",213
SQL,What is a unique key?,"A Unique key constraint uniquely identified each record in the database. This provides uniqueness for the column or set of columns. A Primary key constraint has automatic unique constraint defined on it. But not, in the case of Unique Key. There can be many unique constraint defined per table, but only one Primary key constraint defined per table.",214
SQL,What is a foreign key?,A foreign key is one table which can be related to the primary key of another table. Relationship needs to be created between two tables by referencing foreign key with the primary key of another table.,215
SQL,What is a join?,This is a keyword used to query data from more tables based on the relationship between the fields of the tables. Keys play a major role when JOINs are used.,216
SQL,What is normalization?,"Normalization is the process of minimizing redundancy and dependency by organizing fields and table of a database. The main aim of Normalization is to add, delete or modify field that can be made in a single table.",217
SQL,What is Denormalization.,DeNormalization is a technique used to access the data from higher to lower normal forms of database. It is also process of introducing redundancy into a table by incorporating data from the related tables.,218
SQL, What is a View?,"A view is a virtual table which consists of a subset of data contained in a table. Views are not virtually present, and it takes less space to store. View can have data of one or more tables combined, and it is depending on the relationship.",219
SQL,What is an Index?,An index is performance tuning method of allowing faster retrieval of records from the table. An index creates an entry for each value and it will be faster to retrieve data.,220
SQL,What is a Cursor?,"A database Cursor is a control which enables traversal over the rows or records in the table. This can be viewed as a pointer to one row in a set of rows. Cursor is very much useful for traversing such as retrieval, addition and removal of database records.",221
SQL,What is a relationship and what are they?,"Database Relationship is defined as the connection between the tables in a database. There are various data basing relationships, and they are as follows: One to One Relationship, One to Many Relationship, Many to One Relationship, Self-Referencing Relationship.",222
SQL, What is a query?,"A DB query is a code written in order to get the information back from the database. Query can be designed in such a way that it matched with our expectation of the result set. Simply, a question to the Database.",223
SQL,What is subquery?,"A subquery is a query within another query. The outer query is called as main query, and inner query is called subquery. SubQuery is always executed first, and the result of subquery is passed on to the main query.",224
SQL,What are the types of subquery?,"There are two types of subquery – Correlated and Non-Correlated. A correlated subquery cannot be considered as independent query, but it can refer the column in a table listed in the FROM the list of the main query. A Non-Correlated sub query can be considered as independent query and the output of subquery are substituted in the main query.",225
SQL,What is a stored procedure?,Stored Procedure is a function consists of many SQLL statement to access the database system. Several SQLL statements are consolidated into a stored procedure and execute them whenever and wherever required.,226
SQL, What is a trigger?,"A DB trigger is a code or programs that automatically execute with response to some event on a table or view in a database. Mainly, trigger helps to maintain the integrity of the database.",227
SQL,What are local and global variables and their differences?,Local variables are the variables which can be used or exist inside the function. They are not known to the other functions and those variables cannot be referred or used. Variables can be created whenever that function is called. Global variables are the variables which can be used or exist throughout the program. Same variable declared in global cannot be used in functions. Global variables cannot be created whenever that function is called.,228
SQL, What is data Integrity?,Data Integrity defines the accuracy and consistency of data stored in a database. It can also define integrity constraints to enforce business rules on the data when it is entered into the application or database.,229
SQL,What is Auto Increment?,Auto increment keyword allows the user to create a unique number to be generated when a new record is inserted into the table. AUTO INCREMENT keyword can be used in Oracle and IDENTITY keyword can be used in SQLL SERVER.,230
SQL, What is the difference between Cluster and Non-Cluster Index?,Clustered index is used for easy retrieval of data from the database by altering the way that the records are stored. Database sorts out rows by the column which is set to be clustered index. A nonclustered index does not alter the way it was stored but creates a complete separate object within the table. It point back to the original table rows after searching.,231
SQL,What is Datawarehouse?,"Datawarehouse is a central repository of data from multiple sources of information. Those data are consolidated, transformed and made available for the mining and online processing. Warehouse data have a subset of data called Data Marts.",232
SQL,What is Self-Join?,Self-join is set to be query used to compare to itself. This is used to compare values in a column with other values in the same column in the same table. ALIAS ES can be used for the same table comparison.,233
SQL,What is Cross-Join?,"Cross join defines as Cartesian product where number of rows in the first table multiplied by number of rows in the second table. If suppose, WHERE clause is used in cross join then the query will work like an INNER JOIN.",234
SQL,What is user defined functions?,"User defined functions are the functions written to use that logic whenever required. It is not necessary to write the same logic several times. Instead, function can be called or executed whenever needed.",235
SQL,What is collation?,"Collation is defined as set of rules that determine how character data can be sorted and compared. This can be used to compare A and, other language characters and also depends on the width of the characters.",236
SQL, Advantages and Disadvantages of Stored Procedure?,"Stored procedure can be used as a modular programming – means create once, store and call for several times whenever required. This supports faster execution instead of executing multiple queries. This reduces network traffic and provides better security to the data. Disadvantage is that it can be executed only in the Database and utilizes more memory in the database server.",237
SQL,What is Online Transaction Processing (OLTP)?,"Online Transaction Processing (OLTP) manages transaction based applications which can be used for data entry, data retrieval and data processing. OLTP makes data management simple and efficient. Unlike OLAP systems goal of OLTP systems is serving real-time transactions.",238
SQL,What is CLAUSE?,SQLL clause is defined to limit the result set by providing condition to the query. This usually filters some rows from the whole set of records.,239
SQL,What is recursive stored procedure?,A stored procedure which calls by itself until it reaches some boundary condition. This recursive function or procedure helps programmers to use the same set of code any number of times.,240
SQL,. What is an ALIAS command?,ALIAS name can be given to a table or column. This alias name can be referred in WHERE clause to identify the table or column,241
SQL,What is the difference between TRUNCATE and DROP statements?,"TRUNCATE removes all the rows from the table, and it cannot be rolled back. DROP command removes a table from the database and operation cannot be rolled back.",242
SQL, What are aggregate and scalar functions?,Aggregate functions are used to evaluate mathematical calculation and return single values. This can be calculated from the columns in a table. Scalar functions return a single value based on the input value.,243
Computer Networks,What is Protocol?,A protocol is a set of rules that govern all aspects of information communication.,244
Computer Networks,Define Bandwidth and Latency?,Network performance is measured in Bandwidth (throughput) and Latency (Delay). Bandwidth of a network is given by the number of bits that can be transmitted over the network in a certain period of time. Latency corresponds to how long it t5akes a message to travel from one end off a network to the other. It is strictly measured in terms of time.,245
Computer Networks,What are the key design issues of a computer Network?,"a. Connectivity
b. Cost-effective Resource Sharing
c. Support for common Services
d. Performance",246
Computer Networks,What are the advantages of Distributed Processing?,"a. Security/Encapsulation
b. Distributed database
c. Faster Problem solving
d. Security through redundancy
e. Collaborative Processing",247
Computer Networks,Name the factors that affect the security of the network?,"a. Unauthorized Access
b. Viruses",248
Computer Networks,What is semantic gap?,Defining a useful channel involves both understanding the applications requirements and recognizing the limitations of the underlying technology. The gap between what applications expects and what the underlying technology can provide is called semantic gap.,249
Computer Networks,"Define the terms Unicasting, Multiccasting and Broadcasting","If the message is sent from a source to a single destination node, it is called Unicasting.
If the message is sent to some subset of other nodes, it is called Multicasting.
If the message is sent to all the m nodes in the network it is called Broadcasting.",250
Computer Networks,What is Multiplexing?,Multiplexing is the set of techniques that allows the simultaneous transmission of multiple signals across a single data link.,251
Computer Networks,List the layers of OSI,"a. Physical Layer
b. Data Link Layer
c. Network Layer
d. Transport Layer
e. Session Layer
f. Presentation Layer
g. Application Layer",252
Computer Networks,Which layers are network support layers?,"a. Physical Layer
b. Data link Layer and 
c. Network Layers",253
Computer Networks,Which layers are user support layers?,"a. Session Layer
b. Presentation Layer and 
c. Application Layer",254
Computer Networks,What are the concerns of the Physical Layer?,"Physical layer coordinates the functions required to transmit a bit stream over a physical medium.
a. Physical characteristics of interfaces and media
b. Representation of bits
c. Data rate
d. Synchronization of bits
e. Line configuration
f. Physical topology
g. Transmission mode",255
Computer Networks,What are the responsibilities of Data Link Layer?,"The Data Link Layer transforms the physical layer, a raw transmission facility, to a reliable link and is responsible for node-node delivery.
a. Framing
b. Physical Addressing
c. Flow Control
d. Error Control
e. Access Control",256
Computer Networks,What are the responsibilities of Network Layer?,"The Network Layer is responsible for the source-to-destination delivery of packet possibly across multiple networks (links).
a. Logical Addressing
b. Routing",257
Computer Networks,What are the responsibilities of Transport Layer?,"The Transport Layer is responsible for source-to-destination delivery of the entire message.
a. Service-point Addressing
b. Segmentation and reassembly
c. Connection Control
d. Flow Control
e. Error Control",258
Computer Networks,What are the responsibilities of Session Layer?,"The Session layer is the network dialog Controller. It establishes, maintains and synchronizes the interaction between the communicating systems.
a. Dialog control
b. Synchronization",259
Computer Networks,What are the responsibilities of Presentation Layer?,"The Presentation layer is concerned with the syntax and semantics of the information exchanged between two systems.
a. Translation
b. Encryption
c. Compression
",260
Computer Networks,What are the responsibilities of Application Layer?,"The Application Layer enables the user, whether human or software, to access the network. It provides user interfaces and support for services such as e-mail, shared database management and other types of distributed information services.
a. Network virtual Terminal
b. File transfer, access and Management (FTAM)
c. Mail services
d. Directory Services",261
Computer Networks,What is Redundancy?,The concept of including extra information in the transmission solely for the purpose of comparison. This technique is called redundancy.,262
Computer Networks,What is Checksum?,Checksum is used by the higher layer protocols (TCP/IP) for error detection,263
Computer Networks,List the steps involved in creating the checksum.,"a. Divide the data into sections
b. Add the sections together using 1's complement arithmetic
c. Take the complement of the final sum, this is the checksum.",264
Computer Networks,What are the Data link protocols?,"Data link protocols are sets of specifications used to implement the data link layer. The categories of Data Link protocols are 1. Asynchronous Protocols
2. Synchronous Protocols
  a. Character Oriented Protocols
  b. Bit Oriented protocols",265
Computer Networks,Compare Error Detection and Error Correction:,"The correction of errors is more difficult than the detection. In error detection, checks only any error has occurred. In error correction, the exact number of bits that are corrupted and location in the message are known. The number of the errors and the size of the message are important factors.",266
Computer Networks,What is Framing?,"Framing in the data link layer separates a message from one source to a destination, or from other messages to other destinations, by adding a sender address and a destination address. The destination address defines where the packet has to go and the sender address helps the recipient acknowledge the receipt.",267
Computer Networks,Define Character Stuffing?,"In byte stuffing (or character stuffing), a special byte is added to the data section of the frame when there is a character with the same pattern as the flag. The data section is stuffed with an extra byte. This byte is usually called the escape character (ESC), which has a predefined bit pattern. Whenever the receiver encounters the ESC character, it removes it from the data section and treats the next character as data, not a delimiting flag.",268
Computer Networks,"What is Bit Stuffing?
","Bit stuffing is the process of adding one extra 0 whenever five consecutive Is follow a 0 in the data, so that the receiver does not mistake the pattern 0111110 for a flag.",269
Computer Networks,What is Error Control ?,"Error control is both error detection and error correction. It allows the receiver to inform the sender of any frames lost or damaged in transmission and coordinates the retransmission of those frames by the sender. In the data link layer, the term error control refers primarily to methods of error detection and retransmission.",270
Computer Networks,What Automatic Repeat Request (ARQ)?,"Error control is both error detection and error correction. It allows the receiver to inform the sender of any frames lost or damaged in transmission and coordinates the retransmission of those frames by the sender. In the data link layer, the term error control refers primarily to methods of error detection and retransmission. Error control in the data link layer is often implemented simply: Any time an error is detected in an exchange, specified frames are retransmitted. This process is called automatic repeat request (ARQ).
",271
Computer Networks,What is usage of Sequence Number in Relaible Transmission?,"The protocol specifies that frames need to be numbered. This is done by using sequence numbers. A field is added to the data frame to hold the sequence number of that frame. Since we want to minimize the frame size, the smallest range that provides unambiguous communication. The sequence numbers can wrap around.",272
Computer Networks,What is Pipelining ?,"In networking and in other areas, a task is often begun before the previous task has ended. This is known as pipelining.",273
Computer Networks,What is Sliding Window?,"The sliding window is an abstract concept that defines the range of sequence numbers that is the concern of the sender and receiver. In other words, he sender and receiver need to deal with only part of the possible sequence numbers.",274
Computer Networks,What is Piggy Backing?,"A technique called piggybacking is used to improve the efficiency of the bidirectional protocols. When a frame is carrying data from A to B, it can also carry control information about arrived (or lost) frames from B; when a frame is carrying data from B to A, it can also carry control information about the arrived (or lost) frames from A.",275
Computer Networks,What are the possible ways of data exchange?,(i) Simplex (ii) Half-duplex (iii) Full-duplex.,276
Computer Networks,"What do you meant by ""triple X"" in Networks?","The function of PAD (Packet Assembler Disassembler) is described in a document known as X.3. The standard protocol has been defined between the terminal and the PAD, called X.28; another standard protocol exists between hte PAD and the network, called X.29. Together, these three recommendations are often called ""triple X"".",277
Computer Networks,What is Beaconing?,The process that allows a network to self-repair networks problems. The stations on the network notify the other stations on the ring when they are not receiving the transmissions. Beaconing is used in Token ring and FDDI networks.,278
Computer Networks,"What is redirector?
",Redirector is software that intercepts file or prints I/O requests and translates them into network requests. This comes under presentation layer.,279
Computer Networks,What is RAID?,A method for providing fault tolerance by using multiple hard disk drives.,280
Computer Networks,What is attenuation?,The degeneration of a signal over distance on a network cable is called attenuation.,281
Computer Networks,What is MAC address?,The address for a device as it is identified at the Media Access Control (MAC) layer in the network architecture. MAC address is usually stored in ROM on the network adapter card and is unique.,282
Computer Networks,What is Bandwidth?,Every line has an upper limit and a lower limit on the frequency of signals it can carry. This limited range is called the bandwidth.,283
Computer Networks,What is Protocol Data Unit?,"The data unit in the LLC level is called the protocol data unit (PDU). The PDU contains of four fields a destination service access point (DSAP), a source service access point (SSAP), a control field and an information field. DSAP, SSAP are addresses used by the LLC to identify the protocol stacks on the receiving and sending machines that are generating and using the data. The control field specifies whether the PDU frame is a information frame (I - frame) or a supervisory frame (S - frame) or a unnumbered frame (U - frame).",284
Computer Networks,What is ICMP?,"ICMP is Internet Control Message Protocol, a network layer protocol of the TCP/IP suite used by hosts and gateways to send notification of datagram problems back to the sender. It uses the echo test / reply to test whether a destination is reachable and responding. It also handles both control and error messages.",285
Computer Networks,What is mesh network?,A network in which there are multiple network links between computers to provide multiple paths for data to travel.,286
Computer Networks,What is difference between baseband and broadband transmission?,"In a baseband transmission, the entire bandwidth of the cable is consumed by a single signal. In broadband transmission, signals are sent on multiple frequencies, allowing multiple signals to be sent simultaneously.",287
Computer Networks,What is logical link control?,"One of two sublayers of the data link layer of OSI reference model, as defined by the IEEE 802 standard. This sublayer is responsible for maintaining the link between computers when they are sending data across the physical network connection.",288
Computer Networks,What is virtual channel?,"Virtual channel is normally a connection from one source to one destination, although multicast connections are also permitted. The other name for virtual channel is virtual circuit.",289
Computer Networks,What is packet filter?,Packet filter is a standard router equipped with some extra functionality. The extra functionality allows every incoming or outgoing packet to be inspected. Packets meeting some criterion are forwarded normally. Those that fail the test are dropped.,290
Computer Networks,Expand IDEA.,IDEA stands for International Data Encryption Algorithm.,291
Computer Networks,What is Proxy ARP?,"It is using a router to answer ARP requests. This will be done when the originating host believes that a destination is local, when in fact is lies beyond router.",292
Computer Networks,What is SLIP (Serial Line Interface Protocol)?,It is a very simple protocol used for transmission of IP datagrams across a serial line.,293
Computer Networks,What is RIP (Routing Information Protocol)?,It is a simple protocol used to exchange information between the routers.,294
Computer Networks,What is source route?,It is a sequence of IP addresses identifying the route a datagram must follow. A source route may optionally be included in an IP datagram header.,295
Computer Networks,What is BGP (Border Gateway Protocol)?,It is a protocol used to advertise the set of networks that can be reached with in an autonomous system. BGP enables this information to be shared with the autonomous system. This is newer than EGP (Exterior Gateway Protocol).,296
Computer Networks,What is Gateway-to-Gateway protocol?,It is a protocol formerly used to exchange routing information between Internet core routers.,297
Computer Networks,What is NVT (Network Virtual Terminal)?,It is a set of rules defining a very simple virtual terminal interaction. The NVT is used in the start of a Telnet session.,298
Computer Networks,What is a Multi-homed Host?,It is a host that has a multiple network interfaces and that requires multiple IP addresses is called as a Multi-homed Host.,299
Computer Networks,What is Kerberos?,It is an authentication service developed at the Massachusetts Institute of Technology. Kerberos uses encryption to prevent intruders from discovering passwords and gaining unauthorized access to files.,300
Computer Networks,What is OSPF?,"It is an Internet routing protocol that scales well, can route traffic along multiple paths, and uses knowledge of an Internet's topology to make accurate routing decisions.",301
Computer Networks,What is wide-mouth frog?,Wide-mouth frog is the simplest known key distribution center (KDC) authentication protocol.,302
Computer Networks,What is Mail Gateway?,It is a system that performs a protocol translation between different electronic mail delivery protocols.,303
Computer Networks,What is IGP (Interior Gateway Protocol)?,It is any routing protocol used within an autonomous system.,304
Computer Networks,Why should you care about the OSI Reference Model?,It provides a framework for discussing network operations and design.,305
Computer Networks,What is the difference between routable and non- routable protocols?,"Routable protocols can work with a router and can be used to build large networks. Non-Routable protocols are designed to work on small, local networks and cannot be used with a router.",306
Computer Networks,What are the important topologies for networks?,"BUS topology: In this each computer is directly connected to primary network cable in a single line.
Advantages: Inexpensive, easy to install, simple to understand, easy to extend.
STAR topology: In this all computers are connected using a central hub.
Advantages: Can be inexpensive, easy to install and reconfigure and easy to trouble shoot physical problems.
RING topology: In this all computers are connected in loop. Advantages: All computers have equal access to network media, installation can be simple, and signal does not degrade as much as in other topologies because each computer regenerates it.",307
Computer Networks,Difference between bit rate and baud rate.,"Bit rate is the number of bits transmitted during one second whereas baud rate refers to the number of signal units per second that are required to represent those bits. 
  baud rate = (bit rate / N) 
  where N is no-of-bits represented by each signal shift.",308
Computer Networks,"What is terminal emulation, in which layer it comes?",Telnet is also called as terminal emulation. It belongs to application layer.,309
Computer Networks,What is a peer-peer process?,The processes on each machine that communicate at a given layer are called peer-peer process.,310
Computer Networks,When a switch is said to be congested?,"It is possible that a switch receives packets faster than the shared link can accommodate and stores in its memory, for an extended period of time, then the switch will eventually run out of buffer space, and some packets will have to be dropped and in this state is said to congested state.",311
Computer Networks,What is VRC?,"It is the most common and least expensive mechanism for Error Detection. In VRC, a parity bit is added to every data unit so that the total number of 1s becomes even for even parity. It can detect all single-bit errors. It can detect burst errors only if the total number of errors in each data unit is odd.",312
